SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,syscomments                                                                                                                     ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sysobjects                                                                                                                      ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sysusers                                                                                                                        ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sysdepends                                                                                                                      ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sysfulltextcatalogs                                                                                                             ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,syspermissions                                                                                                                  ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sysprotects                                                                                                                     ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sysmembers                                                                                                                      ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_fulltext_service @action=resource_usage                                                                                      ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_fulltext_service @action=data_timeout                                                                                        ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_fulltext_service @action=connect_timeout                                                                                     ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_fulltext_service @action=clean_up                                                                                            ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,SET ERRLVL                                                                                                                      ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,MODIFY FILEGROUP READWRITE                                                                                                      ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,MODIFY FILEGROUP READONLY                                                                                                       ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,UPDATETEXT or WRITETEXT                                                                                                         ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,READTEXT                                                                                                                        ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,SET FMTONLY ON                                                                                                                  ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,SET ANSI_PADDING OFF                                                                                                            ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,SET CONCAT_NULL_YIELDS_NULL OFF                                                                                                 ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,SET ANSI_NULLS OFF                                                                                                              ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,SET REMOTE_PROC_TRANSACTIONS                                                                                                    ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,SET ROWCOUNT                                                                                                                    ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,Database compatibility level 110                                                                                                ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,Database compatibility level 100                                                                                                ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,Database compatibility level 90                                                                                                 ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,RESTORE DATABASE or LOG WITH PASSWORD                                                                                           ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,RESTORE DATABASE or LOG WITH MEDIAPASSWORD                                                                                      ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,ADDING TAPE DEVICE                                                                                                              ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,BACKUP DATABASE or LOG TO TAPE                                                                                                  ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,ALTER DATABASE WITH TORN_PAGE_DETECTION                                                                                         ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_trace_getdata                                                                                                                ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_estimated_rowsize_reduction_for_vardecimal                                                                                   ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_helpdevice                                                                                                                   ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_lock                                                                                                                         ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_getbindtoken                                                                                                                 ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_bindsession                                                                                                                  ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_helpextendedproc                                                                                                             ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_dropextendedproc                                                                                                             ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_addextendedproc                                                                                                              ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_help_fulltext_catalog_components                                                                                             ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_help_fulltext_tables_cursor                                                                                                  ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_help_fulltext_tables                                                                                                         ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_help_fulltext_columns_cursor                                                                                                 ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_help_fulltext_columns                                                                                                        ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_help_fulltext_catalogs_cursor                                                                                                ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_help_fulltext_catalogs                                                                                                       ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_fulltext_column                                                                                                              ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_fulltext_table                                                                                                               ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_fulltext_database                                                                                                            ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_fulltext_catalog                                                                                                             ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_db_selective_xml_index                                                                                                       ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_db_increased_partitions                                                                                                      ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_db_vardecimal_storage_format                                                                                                 ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_resetstatus                                                                                                                  ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_attach_single_file_db                                                                                                        ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_attach_db                                                                                                                    ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_dbcmptlevel                                                                                                                  ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_renamedb                                                                                                                     ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_indexoption                                                                                                                  ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_dbremove                                                                                                                     ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_create_removable                                                                                                             ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_certify_removable                                                                                                            ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_remoteoption                                                                                                                 ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_helpremotelogin                                                                                                              ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_dropremotelogin                                                                                                              ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_addremotelogin                                                                                                               ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_addserver                                                                                                                    ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_depends                                                                                                                      ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_unbindrule                                                                                                                   ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_bindrule                                                                                                                     ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_unbindefault                                                                                                                 ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_bindefault                                                                                                                   ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_droptype                                                                                                                     ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_addtype                                                                                                                      ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_control_dbmasterkey_password                                                                                                 ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_dropsrvrolemember                                                                                                            ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_addsrvrolemember                                                                                                             ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_droprolemember                                                                                                               ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_addrolemember                                                                                                                ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_changedbowner                                                                                                                ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_change_users_login                                                                                                           ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_srvrolepermission                                                                                                            ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_dbfixedrolepermission                                                                                                        ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,xp_loginconfig                                                                                                                  ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_changeobjectowner                                                                                                            ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_droprole                                                                                                                     ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_addrole                                                                                                                      ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_approlepassword                                                                                                              ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_dropapprole                                                                                                                  ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_addapprole                                                                                                                   ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_revokedbaccess                                                                                                               ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_grantdbaccess                                                                                                                ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_dropuser                                                                                                                     ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_adduser                                                                                                                      ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_defaultlanguage                                                                                                              ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_defaultdb                                                                                                                    ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_password                                                                                                                     ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,xp_revokelogin                                                                                                                  ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,xp_grantlogin                                                                                                                   ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_revokelogin                                                                                                                  ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_denylogin                                                                                                                    ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_grantlogin                                                                                                                   ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_droplogin                                                                                                                    ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,sp_addlogin                                                                                                                     ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,DBCC_IND                                                                                                                        ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,DBCC_EXTENTINFO                                                                                                                 ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,Old NEAR Syntax                                                                                                                 ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,IN PATH                                                                                                                         ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,FULLTEXTSERVICEPROPERTY('ConnectTimeout')                                                                                       ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,FULLTEXTSERVICEPROPERTY('DataTimeout')                                                                                          ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,FULLTEXTSERVICEPROPERTY('ResourceUsage')                                                                                        ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,DATABASEPROPERTYEX('IsFullTextEnabled')                                                                                         ,0,65792
SQLServer:Deprecated Features                                                                                                   ,Usage                                                                                                                           ,FULLTEXTCATALOGPROPERTY('LogSize')                                                                                              ,0,65792
